LOCATIONS DETAIL ROW ID,SECTION LOCATION P1,Location - City Name UNLINKED,Location ID,SECTION OPPORTUNITY P1,Opportunity Name,Opportunity Name ID,Missing SECTION OPPORTUNITY P1 GS,SECTION VOP P0,Primary LOB GS LKUP,Chasing Intensity GS LKUP,Acq Stage GS LKUP,Deal Bin GS LKUP,Missin SECTION VOP P0 GS,SECTION LOB KPI P3,SSCW WPD,ECW WPD,FCW WPD,IBACW WPD,CRW TNL WPD GS LKUP,CRW WPD KPI Type,Missing SECTION LOB KPI P3 GS,SECTION MISSING COUNT P0,Missing P1 Count GS,Missing P2 Count GS,Missing P3 Count GS,Missing P0 Count GS,Missing SECTION MISSING COUNT P0 GS,SECTION LUBE STORE  ATTRIBUTES P3,Trade Neighbor Area,Operating Days,Operating Hours Weekly,Location Phone,Website URL,Lube Bays,Repair Bays,Repair Lifts,SECTION COLS SEEMS REDUNDANT,Co-located w/ Lube,Co-located w/ Car Wash,Co-located w/ repair,SECTION WASH STORE ATTRIBUTES P3,WASH STORE ATTRIBUTES ROW ID,Wash Style,Tunnel Type,Approx. Tunnel Length (ft),Tunnel Count,IBA Count,SS/DIY Bay Count,XPT,XPT Count,Gate Systems,Gate System Count,Vacuums (self serve),Vacuum Count,Vending,Missing SECTION WASH STORE ATTRIBUTES P3 GS,SECTION METADATA P0,Updater,Creator,Created Timestamp,ChangeTimestamp,Missing SECTION METADATA P0 GS,LINK2.0 ROW ID,LNK2.0 - Groomed Status,LINK2.0 BadName TMP,LINK2.0 - WasMessedUp,LINK2.0 - Uncategorized,LINK2.0 - Sprint plan,LINK2.0 - Sprint actual,LNK2.0 Sprint Complete,Team Validate,SECTION LINK2.0 P3,SECTION TO BE REMOVED,TO BE REMOVED ROW ID,Opportunity Tags GS XLKP,Location Tags,Overlapping Oppo
J1G9O4I9K5C0M3C8,,Mobil 1 Lube Express Laredo TX - Laredo,8Dq5Y6xo5Y4ZM9UPJi6aC9,,Mobil 1 Lube Express Laredo TX,XgLR0WBCbd4gIAU_9Fq5na,0,,01 Quick Lube,,01.1 Lead Low SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,K7N4F1L4B1H5Q5N0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 18:44:01,9/5/2024 18:44:01,1,J3B9G3E5C6D6K2M4,Ungroomed,Y,,,9/9/2024,,,,,,H8U4Q5G3A2W1S0I1,missing,,
B3V1Q5W4F0E6B9S0,,Mobil 1 Lube Express NW - Austin,aULJ96Ci8i4PmxM6fWjEEc,,Mobil 1 Lube Express NW,mSCMeGSymB4q6u49DGdV88,0,,01 Quick Lube,,01.1 Lead Low SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,Z4X1G3E7J4P9X0K4,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 18:44:01,9/5/2024 18:44:01,1,M4J0C0R9P0C2C7P8,Ungroomed,Y,,,9/9/2024,,,,,,N3B7T8J5Y6E0P3S4,missing,,
K5L8Y0P7J3B7Q9D9,,Mobil Lube Express - Texas City,qnpS82rGFV4aiX8hiTRDh1,,Mobil Lube Express,ig3IzXrB1b47mgXiQP1Bn1,0,,01 Quick Lube,,01.1 Lead Low SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,K0O2H8E5Q1P1O3H3,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 18:44:01,9/5/2024 18:44:01,1,B0V4R9Q3I9H2B2H9,Ungroomed,Y,,,9/9/2024,,,,,,W0I4C4J4M3E2T7E7,missing,,
W3P1F2G9Y6U4Z2K4,,Mobile 1 Lube Express - Neptune City,wYUmuM-c-A4YEV-IndSF8b,,Mobile 1 Lube Express - Vicksburg,yly7t0x1jy4dIkq6YCuJF2,0,,01 Quick Lube,,04 Qualified Opportunity,05 Single (1),0,,0,200,0,0,200,OC Guesstimate,1,,,,,,,,,,,,,,,,,,,,,X4K4Q7U2C8U7U3D9,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/9/2024 22:48:15,9/9/2024 22:48:15,1,Y8P4V4O5O2S1Q7M8,Groomed & Linked,Y,,,9/9/2024,9/9/2024,37,,,,L7G3A1X1L2T0S5W2,missing,,
J7A9G2Z2D0F4U4O1,,Mobile One Lube Express - Charleston,Xs5s1Wh1dt4wU9pyaUBpR8,,Mobile One Lube Express,vW4dEZNxvG4VUQulPJU2F2,0,,01 Quick Lube,,01.1 Lead Low SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,W1X6B8M8O5I9E4H6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:55:41,9/12/2024 20:55:41,1,R6Q2B5Q5N7P1Q6L6,Ungroomed,Y,,,,,,,,,L4A6C0J9Z6T8Z1E1,missing,,
P8R9B6J9N8W0G5M0,,Mobile Q Lube - Bridgeview,FZjNZXHL5i4XqoyhQR_B50,,Mobile Q Lube - Bridgeview,2ubIAp932U4meY9X0EeHU7,0,,01 Quick Lube,,01.4 Lead Very High SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,I2A8G4Z9Z3R3V0C0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:55:41,9/12/2024 20:55:41,1,G4W1P2I5X4M5Q8V0,Groomed & Linked,,,,,,,,,,S0Z1N8C3W5M1Y5S9,missing,,
A7I1T9A5R5J2O1N6,,10 Minute Lube 'N Oil - Turlock,xrcB0Nu6GG4rm7LMnZk9M0,,Mono Pesce Enterprises - Central Valley,J47momRIhU4UeSLiN-adoe,0,,11 OC,,03 Prospect,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,L7J5Y4U9E0L5V2R7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,W3B7A4B2S7U2H6I3,Groomed; Verify; Add LOB,,,,,,,,,,G4N8Z1C1O3D9E1O2,missing,,
P6W5H3T4U9R9S2S0,,10 Minute Lube 'N Oil - Turlock,NdnXspHf2W4_QaphTVP__b,,Mono Pesce Enterprises - Central Valley,J47momRIhU4UeSLiN-adoe,0,,11 OC,,03 Prospect,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,C4P7G6Q4C8U3Y2T0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,Q1F5Z3S3Z1N4F2S9,Groomed; Verify; Add LOB,,,,,,,,,,I2F4L5Z7D7Y3O5S4,missing,,
A8N5X2T0L8E3L9D9,,Balswick's Quick Smog - Turlock,ry3VYg0CRQ4b2HsPSexJy3,,Mono Pesce Enterprises - Central Valley,J47momRIhU4UeSLiN-adoe,0,,11 OC,,03 Prospect,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,I6Z2P8R0E7B1C8F3,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,T9L7Y4Z4O7T2S8N5,Groomed; Verify; Add LOB,,,,,,,,,,A8Q4H6U4H3N6M6E2,missing,,
A1R3T6K3Y1T6F0D7,,Countryside Tire & Brake - Turlock,b_VcXn8qWi4aqK-XR46cna,,Mono Pesce Enterprises - Central Valley,J47momRIhU4UeSLiN-adoe,0,,11 OC,,03 Prospect,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,O1Q1D6V6G8R9Q4T3,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,J8G1F6E8U3A9Q6L2,Groomed; Verify; Add LOB,,,,,,,,,,Z0S9K4B4O0R9E1Q8,missing,,
R7Q6Z4H2H0Y4A3R6,,Jackson EL - Jackson,1ERTTc1AZ74AIjrOIqho27,,Mono Pesce Enterprises - Central Valley,J47momRIhU4UeSLiN-adoe,0,,11 OC,,03 Prospect,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,S9A6I6E4H5T3E7N8,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,Z0M6J3L1B6D0C7Q4,Groomed; Verify; Add LOB,,,,,,,,,,K8O4L6W1M4W4H8I0,missing,,
V8S0N5L1B4O5N1N2,,Pro-10 Minute Oil Change - Modesto,RPF6KpoM6f4E2bHpnKfca4,,Mono Pesce Enterprises - Central Valley,J47momRIhU4UeSLiN-adoe,0,,11 OC,,03 Prospect,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,R8P2S3Z5Y3N0C6I6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,O9P8F0A9B5K6G5W6,Groomed; Verify; Add LOB,,,,,,,,,,J1Q8T7H0L7M3B8W5,missing,,
K9U7D7J4W9E0W2H0,,Sonora Express Lube - Sonora,aqFVUoW4Bt4IyMoD-3G-Qe,,Mono Pesce Enterprises - Central Valley,J47momRIhU4UeSLiN-adoe,0,,11 OC,,03 Prospect,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,Y9V2V7S3V7E9Q7B8,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,V7Z0Z0V2B9Q4W4W6,Groomed; Verify; Add LOB,,,,,,,,,,H1I7S6M5P6J0Y6P0,missing,,
G8E8Y0W0U4H7X8Z8,,Sonora Express Lube - Sonora,I2zM7RMamp4c6XUC2hx_Kd,,Mono Pesce Enterprises - Central Valley,J47momRIhU4UeSLiN-adoe,0,,11 OC,,03 Prospect,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,W8V2I2N7B4W9O3R1,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/19/2024 19:54:09,9/19/2024 19:54:09,1,S9J8P9W3K2F9O1F2,Groomed; Verify; Add LOB,,,,,,,,,,D0L1F9T7R9A8U0X5,missing,,
G6Q6Z9L8U7M9Q8X1,,More Brakes N Tune - National City,h7SB1B_wyH4malxI_C5Wb1,,More Brakes N Tune - National City,rM-01NLdYv4-iVfQmm8tEf,0,,01 Quick Lube,,01.4 Lead Very High SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,D5P0C7S2H1E2E7E6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:55:41,9/12/2024 20:55:41,1,K7S9S8O7W7L9Y0C9,Groomed & Linked,,,,,,,,,,G3J0K7R5D0W2B6T8,missing,,
H4A8K5Q4S8F9E5J2,,Morgan's In & Out Quick Lube - Washington,b1RBQeFHQb4ZymlL7Nb993,,Morgan's In & Out Quick Lube - Washington,b0_5626C2t4Cedfk5Q-VW2,0,,01 Quick Lube,,01.2 Lead Med SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,N2E0S1X0E0A3A1Y4,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:34:53,9/5/2024 16:34:53,1,O2U6Z6Z6E3A7N4N6,Groomed & Linked,,,,,,,,,,W3V9E2P2K7O9Y7J2,missing,,
Y2F0W4M9X3N7I9Y2,,Morgantown Express Lube LLC - Morgantown,C_xuYnPRux4QmqAdoqJzs1,,Morgantown Express Lube - Morgantown,0YnaZJpT1N4P6p9wOoUFGf,0,,01 Quick Lube,,01.1 Lead Low SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,V7K2H4L1E8Q0W7N9,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:16:23,9/5/2024 16:16:23,1,S1R9U1E1U3T3Q3D9,Groomed; Verify; Add LOB,,,,,,,,,,X9C2E8I1C2P8L9F3,missing,,
C3G4V6S6M5W4H7P5,,Moross Quick Lube And Auto Wash - Detroit,GY_CI08xJJ4gYLCEVCN4h5,,Moross Quick Lube And Auto Wash,7XiIQn1GsK4GMLA5W_wEW4,0,,01 Quick Lube,,01.1 Lead Low SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,D8S1D6G0L8H9N7V4,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:55:41,9/12/2024 20:55:41,1,M4R2Z2T3E0K3Z9D4,Ungroomed,Y,,,,,,,,,N0P8E1N9H9G1H1X8,missing,,
H9W4B0U5O6N3I3Z6,,$3 Car Wash - Milwaukee,UueXaLLL8D4y2RS1dyRLS3,,Motlani Unlimited Corp Oil Change Portfolio - Wisconsin,bdneNeBlrh4uApwzAwYFca,0,,01 Quick Lube,,04 Qualified Opportunity,03 Bolt-On (3-6),0,,0,200,0,0,200,OC Guesstimate,1,,,,,,,,,,,,,,,,,,,,,Y2K7P1Q6B1M2T3Q9,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:16:23,9/5/2024 16:16:23,1,D1Q8D8H4L9J0N7S5,Groomed; Verify; Add LOB,,,,,,,,,,Q1H1K7F3L8W5S2T5,missing,,
D6X9K3C0T9L5P8K7,,Fast Lube Car Wash & Oil Change Center - Milwaukee,Smc7eflybW43YRha4NMsU0,,Motlani Unlimited Corp Oil Change Portfolio - Wisconsin,bdneNeBlrh4uApwzAwYFca,0,,01 Quick Lube,,04 Qualified Opportunity,03 Bolt-On (3-6),0,,0,200,0,0,200,OC Guesstimate,1,,,,,,,,,,,,,,,,,,,,,D0N8Y1D4H9A1Z1V8,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:16:23,9/5/2024 16:16:23,1,P7O6F3H9V4X5R7X3,Groomed; Verify; Add LOB,,,,,,,,,,S2X0F1Y0A4Z0A5W2,missing,,
V6E3B5N1U6A5G3Q7,,Mobil 1 Lube Express - Milwaukee,Ab6YeEk_qz4dmxL_27PfMf,,Motlani Unlimited Corp Oil Change Portfolio - Wisconsin,bdneNeBlrh4uApwzAwYFca,0,,01 Quick Lube,,04 Qualified Opportunity,03 Bolt-On (3-6),0,,0,0,0,0,0,Not Applicable,1,,,,,,,,,,,,,,,,,,,,,C8K6Y8V4D8P8L2J4,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:16:23,9/5/2024 16:16:23,1,A6G4U6L4X1V2T5I5,Groomed; Verify; Add LOB,,,,,,,,,,M5W9Z9J9W2V9T8W2,missing,,
G5O4S1F3Z1C2X3O6,,Mobil 1 Lube Express - Racine,MmQqZ_wf6K4xIgIYKmXCY5,,Motlani Unlimited Corp Oil Change Portfolio - Wisconsin,bdneNeBlrh4uApwzAwYFca,0,,01 Quick Lube,,04 Qualified Opportunity,03 Bolt-On (3-6),0,,0,0,0,0,0,Not Applicable,1,,,,,,,,,,,,,,,,,,,,,G6Z7Y1C4N8X0T9W7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:16:23,9/5/2024 16:16:23,1,O5C3K7H4C9O0D5I4,Groomed; Verify; Add LOB,,,,,,,,,,N3B3U4R8K3B2I9S0,missing,,
Y5C0K0R2I1J5C4J7,,Oil Shop - Milwaukee,ZDJNz93K8X4mMkB05vBGsa,,Motlani Unlimited Corp Oil Change Portfolio - Wisconsin,bdneNeBlrh4uApwzAwYFca,0,,01 Quick Lube,,04 Qualified Opportunity,03 Bolt-On (3-6),0,,0,0,0,0,0,Not Applicable,1,,,,,,,,,,,,,,,,,,,,,G2B2E9D2J7N7E0H0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:16:23,9/5/2024 16:16:23,1,T3B1O9N4J5C3H8O7,Groomed; Verify; Add LOB,,,,,,,,,,O7X2P5Y1B8A4R5O4,missing,,
Q5D7Y0U1K3W9Q9F0,,Motor City Lube Centers - Ecorse,8rQpl4el4M47yJ2ils9LM9,,Motor City Lube Centers,PYXU6NSVKs4zYiJEbqJ7Gc,0,,01 Quick Lube,,01.1 Lead Low SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,B7Z6M2M8M4D6G6F7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 21:02:12,9/12/2024 21:02:12,1,T7A2G4L1Z8G4L6O3,Ungroomed,Y,,,,,38,,,,H2W4T9I8T7O5L0U6,missing,,
N3A5X7H7B8H2D2G6,,Motorworld Quicklube - Wilkes-Barre,xzr2vdwHEd486psBf4j3Oe,,Motorworld Quicklube,e6kfspdQ5a4qaQRYIGu2V8,0,,01 Quick Lube,,01.1 Lead Low SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,G9J8X9G1W5O1Y8E0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:55:41,9/12/2024 20:55:41,1,R7E8L4T6N1B1K3Y7,Ungroomed,Y,,,,,,,,,P3Z4V8D2X9N8S4E0,missing,,
V0J7W7R3H0H1W9X5,,"Motospa Car Wash, Detail, & Mobil 1Lube Center - Castle Rock",nzd6rN23vj4oAgOIaRtYf1,,"Motospa Car Wash, Detail, & Mobil 1Lube Center",DYx2N9tDlJ4quFC3MJW9Fa,0,,01 Quick Lube,,01.1 Lead Low SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,P7L2O1J0M6T9V7O1,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:55:41,9/12/2024 20:55:41,1,B5M3X2C8I2M7W1S9,Ungroomed,Y,,,,,,,,,R8N1Y1F0K3O0S0P7,missing,,
L5S0K9K8S8L9X4T4,,Mountain Lakes Auto Wash and Express Oil Change - Hewitt,ViXfgbcf_C4fmAYhRS9Wr2,,Mountain Lakes AW & Express OC - Hewitt,oA85v5K6D34qIFZKmLjbw9,0,,01 Quick Lube,,01.1 Lead Low SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,T8M7F8A6P7S3P4I0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:16:23,9/5/2024 16:16:23,1,V8N2T9R0M1N3L4N6,Groomed; Verify; Add LOB,,,,,,,,,,B3N8Q7X3P6W7D9O7,missing,,
A1A8B5Z5G4I3R4R6,,Mountain View Lube LLC - Mountain View,r8Z82_jpQU4fiE4391rz3a,,Mountain View Lube LLC - Mountain View,5Q0eLqTvib4c2mHpiLn8af,0,,01 Quick Lube,,01.4 Lead Very High SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,E7U2I9H8B4T4R4P4,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:16:23,9/5/2024 16:16:23,1,X5R2R4V9Q0A8E7B4,Groomed; Verify; Add LOB,,,,,,,,,,F6X6N0U4Z2Y1P7M3,missing,,
U4G1E6V0W6O9B2C7,,MPG Tire & Auto - El Paso,H9zGXA_nKd4ZYP4dFXAaa4,,MPG Tire & Auto,poVzjm5yjl46A41Zu0n2w7,0,,01 Quick Lube,,01.1 Lead Low SMP,04 Double (2),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,N3U5D5C5U2N6P2J9,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 18:44:01,9/5/2024 18:44:01,1,W8A5Q3V7U8H9Q8X9,Ungroomed,Y,,,9/9/2024,,,,,,P5R9W7Y8L9D3L0C0,missing,,
Z1R3H7J1H0C6Y4J8,,MPG Tire & Auto - El Paso,2Oyvy6LwXJ4qMXpV0zaKHb,,MPG Tire & Auto,poVzjm5yjl46A41Zu0n2w7,0,,01 Quick Lube,,01.1 Lead Low SMP,04 Double (2),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,G3T4M6L9O2Y8B1P0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 18:44:01,9/5/2024 18:44:01,1,N8L2V6M2X2X2Q9L4,Ungroomed,Y,,,9/9/2024,,,,,,H9X6K4R3R0E0L2P4,missing,,
R9N8K1B9W5I2C2F2,,Mr Detail - Houston,J1ggBNuPG24kIcVHVQ3jT5,,Mr Detail CW & Lube - Houston,ZqOTU8cmcQ4UeNyaYqoMMa,0,,01 Quick Lube,,01.4 Lead Very High SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,O8H4D8B0P0U8G2C0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 16:33:25,9/12/2024 16:33:25,1,W9L1F5N6I1G0W2O2,Groomed & Linked,,,Y,9/13/2024,9/12/2024,37,,,,D8L2N4I3T1B5W8V0,missing,,
O8C4S0M1U3S4O9D4,,Mr Fast Lube - Batesville,ZVl_Fcfw8_4ausLEZo2k82,,Mr Fast Lube - Jonesboro,uHzJ8WSu0H4Z2mzvMUr3U7,0,,05 Brownfield,,01.3 Lead High SMP,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,S0B8G7J5Z2V3Z2H9,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/9/2024 23:02:57,9/9/2024 23:02:57,1,J8L1V0J0G9I7Z2Q1,Groomed & Linked,Y,,,9/9/2024,9/9/2024,37,,,,Y4C8L6N9F4J2O9C3,missing,,
X9F6B8D4C7J5T2R5,,MFL Lube - Jonesboro,dMf4nZxO_E4eUK9hkX3Uj4,,Mr Fast Lube - Jonesboro,uHzJ8WSu0H4Z2mzvMUr3U7,0,,05 Brownfield,,01.3 Lead High SMP,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,N3A0G2A3X6C4U5F9,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/9/2024 23:03:09,9/9/2024 23:03:09,1,K3J7X4N0D4X5T5V0,Groomed & Linked,Y,,,9/9/2024,9/9/2024,37,,,,K3V4F6F4M4V7C1H8,missing,,
X2A5C4T1N7K8G7G1,,Mr Fast Lube - Marion,OfF7Wz6SsJ4IUGc8F69pFc,,Mr Fast Lube - Jonesboro,uHzJ8WSu0H4Z2mzvMUr3U7,0,,05 Brownfield,,01.3 Lead High SMP,03 Bolt-On (3-6),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,L3A7S2Z0D2P5X3S7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/9/2024 23:03:09,9/9/2024 23:03:09,1,J2F3W5Q6I7Y4O6E9,Groomed & Linked,Y,,,9/9/2024,9/9/2024,37,,,,D9G6H1R2R4B0N3N1,missing,,
N7I5W8C6U2O3Y8Q4,,Mr Goodlube - Howell Township,Qie_897voO4Ka4VFsUYQr0,,Mr Goodlube,4Fa-FUJtGU4LEjhIzRCVs7,0,,01 Quick Lube,,01.1 Lead Low SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,R7X4G4G3X8C9O6L5,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:55:41,9/12/2024 20:55:41,1,I5P2K2C9S2C3G3V6,Ungroomed,Y,,,,,,,,,M7O2D9U3K7Y1Z3J2,missing,,
R1W0K6W9A8X6E8Y5,,Mr Goodlube 10 Minute Oil Change - Matawan,7UF0xbfIfy4fqOTgskifbe,,Mr Goodlube 10 Minute Oil Change,X-mpONK1i_4VYYwN6URXne,0,,01 Quick Lube,,01.1 Lead Low SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,G9Y7O2G8N5W9E7Z6,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:55:41,9/12/2024 20:55:41,1,U4B5B2U0F2S5T1I7,Ungroomed,Y,,,,,,,,,M9U9O1A5Y9S0Y1K7,missing,,
M3J0Z0J3H1Z7F1Z2,,Mr Lube - Bedford,HtSzHcDFpX4U29WGpitHXf,,Mr Lube - Dallas,tpNJjN0u4F4tIU2D_Ca6L5,0,,01 Quick Lube,,04 Qualified Opportunity,03 Bolt-On (3-6),0,,0,0,0,0,0,Not Applicable,1,,,,,,,,,,,,,,,,,,,,,G5H0G2I7E8O8R7D5,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/5/2024 16:33:57,9/5/2024 16:33:57,1,D5Z6A7C5S0H3X1L7,Groomed & Linked,,,,,,,,,,P3F3H7J2U6S3U0M7,missing,,
W8Z0T0I4C2O0W0K0,,Mr Lube - Dallas,O7xUtpKNnl4HEmsSvmaXDf,,Mr Lube - Dallas,tpNJjN0u4F4tIU2D_Ca6L5,0,,01 Quick Lube,,04 Qualified Opportunity,03 Bolt-On (3-6),0,,0,0,0,0,0,Not Applicable,1,,,,,,,,,,,,,,,,,,,,,J4B3C3T0V4L0P6E1,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:55:41,9/12/2024 20:55:41,1,S1C1F3V4K2E1B8T4,Groomed & Linked,,,,,,,,,,E1I8H7L1E1E5N0L4,missing,,
K8W6Z8S0L7K7G8K4,,Mr. Lube - Dallas,OIrGlj5pN2456wyFjiHGz9,,Mr Lube - Dallas,tpNJjN0u4F4tIU2D_Ca6L5,0,,01 Quick Lube,,04 Qualified Opportunity,03 Bolt-On (3-6),0,,0,0,0,0,0,Not Applicable,1,,,,,,,,,,,,,,,,,,,,,E4M2E2K8U6S4S9V5,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:55:41,9/12/2024 20:55:41,1,M4Z8X1T6V1O6O1V2,Groomed & Linked,,,,,,,,,,M4P6A0F7A9A6S6D8,missing,,
W1H2Q1I0M6L2Y2U7,,Mr. Lube - North Richland Hills,wkMEoze2EE4YAVqEuAEkGd,,Mr Lube - Dallas,tpNJjN0u4F4tIU2D_Ca6L5,0,,01 Quick Lube,,04 Qualified Opportunity,03 Bolt-On (3-6),0,,0,0,0,0,0,Not Applicable,1,,,,,,,,,,,,,,,,,,,,,Q3R7H4T6E8V7M4A0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:55:41,9/12/2024 20:55:41,1,N8G9U0R8U0X4J2C4,Groomed & Linked,,,,,,,,,,I0J9R1V3Q3U8F5J7,missing,,
Y2E2H3M0X4Y4Y4M2,,Mr Lube - Navasota,bDbgXaF5yS4nQHJzzK9xLe,,Mr Lube - Navasota,jSWEYnsYsQ4fQR5sX7sAhe,0,,01 Quick Lube,,01.4 Lead Very High SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,I4G7D6S1Q6I5R5P7,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:55:41,9/12/2024 20:55:41,1,H6M3O5Y6K7O4C2Z6,Groomed & Linked,,,,,,,,,,G2Q4V2P2R9V1L6J0,missing,,
D2U6P8E3G7A1A1A1,,Mr Lube - Vandalia,Gj0qEA3Od-4jYOA-oD6aL6,,Mr Lube - Vandalia,xAlFlRutso4emPR0afq4Y0,0,,01 Quick Lube,,01.4 Lead Very High SMP,05 Single (1),0,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,Q7P5N7H6D5F9J5A0,,,,,,,,,,,,,,13,,,james.scerbo@oilchangers.com,9/12/2024 20:55:41,9/12/2024 20:55:41,1,F3W2J4W8A7Z0D3N6,Groomed & Linked,,,,,,,,,,C9M8O7G2X1Q8J5I7,missing,,
