SECTION LOCATION P1,LocationID,Location - City Name,Lube Name,State Abb,County ST,City,Street Number,"City, State",ZCTA Code,LAT SJ,LONG SJ,Missing SECTION LOCATION P1 GS,SECTION GEOGRAPHY P1,CBSA Name,State Code,SMP GS LKUP,US Region,US Division,Airport Southwest,Airport Distance,Airport Bin,HIDE Airport Southwest GS LKUP,# Miles to Closest OC Loc SJ,Missing SECTION GEOGRAPHY P1 GS,SECTION BUSINESS LINES P1,LOBs,Breeze Brand,Brand Sub Format,Missing SECTION BUSINESS LINES P1 GS,SECTION OPPORTUNITY P1,Opportunity Name,OpportunityID,Missing SECTION OPPORTUNITY P1 GS,SECTION PRICING DATA P1,Location Multiple GS,EBITDA from 4Wall GS LKUP,Bus. PP (MM),BPP KPI Type,Real Prop. PP (MM),REPP KPI Type,Deal Closed Yr,LOI Fully Executed GS,Closing Date,Days to Close,Missing SECTION PRICING DATA P1 GS,SECTION GATING PERFORMANCE P2,Traffic,TA,Days Open Annual,LOF CC Annual,LOF CPD,LOF CPD KPI Type,Sales,Sales KPI Type,4-Wall,4-Wall KPI Type,Missing SECTION GATING PERFORMANCE P2 GS,SECTION RUNWAY P1,2024 Opportunity,Probability,GS Weight EBITDA,Passed: Active Status,Missing SECTION RUNWAY P1 GS,SECTION METADATA P0,Updater,Creator,Created Timestamp,ChangeTimestamp,Missing SECTION METADATA P0 GS,SECTION TIDYING,Cleaner,Cleaning Pipeline,Cleaning Sprint Week,Cleaning Timetamp,Sitewise Batch
,zoFAjZPrYV4gyVyZNFP975,525 N 1st St - Timpson,525 N 1st St,TX,Shelby TX,Timpson,525 N 1st St,"Timpson city, TX",75975,31.9051194,-94.4017146,-1,,[not in a CBSA],48,10,South,West South Central,E2W5C7U3P4K9E9U3,157,Territory,Dallas Love Field,,1,,"LOF , INS - State",OC,OC,0,,RB's Super Lube - Timpson,pUH9PLOgYl4WyV1_nbyAL6,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/11/2024 20:44:53,9/11/2024 20:44:53,1,,,,,,Sitewise_Batch_02
,fYforF1KZp4nyQ4E-TGpQ3,Curtis' Lube Express - Arlington,Curtis' Lube Express,TX,Tarrant TX,Arlington,2105 Brown Blvd,"Arlington city, TX",76006,32.7748212,-97.0726809,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,14,Territory,Dallas Love Field,,1,,"LOF , INS - State",OC,OC,0,,Curtis' Lube Express - Arlington,vNohHiI1lQ4au_3Jy5Ztyf,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/11/2024 20:55:58,9/11/2024 20:55:58,1,,,,,,Sitewise_Batch_02
,L5iAHylJ-N4ZYmyfGtNo55,Kwik Kar Lube & Tune of Grapevine - Grapevine,Kwik Kar Lube & Tune of Grapevine,TX,Tarrant TX,Grapevine,901 W Northwest Hwy,"Grapevine city, TX",76051,32.9406918,-97.0853132,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,15,Territory,Dallas Love Field,,1,,"LOF , Repair , INS - State",OC+R,OC & R,0,,Kwik Kar - Grapevine,lokV_EZr8K4Ruc-t9HtLq6,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/11/2024 21:51:11,9/11/2024 21:51:11,1,,,,,,Sitewise_Batch_02
,F1FZvn3A_M4B68Iq6SYUUa,Kwik Kar Wash & Auto - Grapevine,Kwik Kar Wash & Auto,TX,Tarrant TX,Grapevine,3501 Grapevine Mills Blvd N,"Grapevine city, TX",76051,#N/A,#N/A,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,14,Territory,Dallas Love Field,,1,,"LOF , ECW , INS - State",OC,OC,0,,Kwik Kar TX - Affiliates,28H06fqu-H4QiFQjC5h7Pe,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/11/2024 22:39:10,9/11/2024 22:39:10,1,,,,,,Sitewise_Batch_02
,g_QoAePlCI4XAfQyMdUMk6,Hurst Lube & Mechanic - Hurst,Hurst Lube & Mechanic,TX,Tarrant TX,Hurst,525 W Pipeline Rd,"Hurst city, TX",76053,32.8233271,-97.1784865,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,19,Territory,Dallas Love Field,,1,,"LOF , Repair , INS - State",OC+R,OC & R,0,,Hurst Lube & Mechanic - Hurst,0DVMU3eSE04bIS7oZ4CsH0,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 2:49:22,9/12/2024 2:49:22,1,,,,,,Sitewise_Batch_02
,86zL8ePcVN4rijop8XzfG6,Kwality Auto Lube - Mansfield,Kwality Auto Lube,TX,Ellis TX,Mansfield,930 N Main St,"Mansfield city, TX",76063,32.5769239,-97.1471489,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,25,Territory,Dallas Love Field,,1,,"LOF , INS - State",OC,OC,0,,Kwality Auto Lube - Mansfield,_Myysgelt3456gpVs8B4X5,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 2:51:31,9/12/2024 2:51:31,1,,,,,,Sitewise_Batch_02
,Aw2cerjZym40mQ24NXFFX3,Kwik Kar of Fort Worth - Fort Worth,Kwik Kar of Fort Worth,TX,Denton TX,Fort Worth,8870 Camp Bowie W Blvd,"Fort Worth city, TX",76116,32.7250252,-97.4711711,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,37,Territory,Dallas Love Field,,1,,"LOF , Repair , INS - State",OC+R,OC & R,0,,Kwik Kar Camp Bowie - Fort Worth,Y9thnBE9Dg4Qyp6bKgp46d,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 2:53:29,9/12/2024 2:53:29,1,,,,,,Sitewise_Batch_02
,jUrDVNO6sS4pIvY2w8pvfb,Kwik Kar Bryant Irvin Rd @ Cityview - Fort Worth,Kwik Kar Bryant Irvin Rd @ Cityview,TX,Denton TX,Fort Worth,5021 Bryant Irvin Rd,"Fort Worth city, TX",76132,32.6762947,-97.4165476,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,35,Territory,Dallas Love Field,,1,,"LOF , Repair , INS - State",OC+R,OC & R,0,,Kwik Kar Bryant Irving - Fort Worth,gH4ebtv_cx4gUNd-ds46-d,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 2:55:48,9/12/2024 2:55:48,1,,,,,,Sitewise_Batch_02
,WOHjvzUPuY4WEcQaJcu6Fa,Shine Express Car Wash & Lube HULEN - Fort Worth,Shine Express Car Wash & Lube HULEN,TX,Denton TX,Fort Worth,4959 South Dr W,"Fort Worth city, TX",76132,32.6706969,-97.4007258,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,34,Territory,Dallas Love Field,,1,,"LOF , FSCW , FXCW , INS - State",OC+W,OC & WS,0,,[SPNK],"AzCv.MQe8!3L99Aae""2Zx",0,,,0,,,,,,#N/A,,,8,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 2:58:42,9/12/2024 2:58:42,1,,,,,,Sitewise_Batch_02
,VlO4qeHGki49eL7_biCaea,Auto Excel Lube & Car Wash - Fort Worth,Auto Excel Lube & Car Wash,TX,Denton TX,Fort Worth,4015 Sycamore School Rd,"Fort Worth city, TX",76133,32.634894,-97.3806399,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,34,Territory,Dallas Love Field,,1,,"LOF , Repair , IBACW , INS - State",OC+R,OC & R,0,,Auto Excel - Fort Worth,Nh4cSv1VU94RezTDc2DAI6,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:01:09,9/12/2024 3:01:09,1,,,,,,Sitewise_Batch_02
,t7DVuX5ftF4jUr3qRnm4lb,Kwiker Tune And Lube - Fort Worth,Kwiker Tune And Lube,TX,Denton TX,Fort Worth,3634 Altamesa Blvd,"Fort Worth city, TX",76133,32.6505794,-97.3714965,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,33,Territory,Dallas Love Field,,1,,"LOF , INS - State , Repair , Tire",OC,OC,0,,Kwiker Tune & Lube - Fort Worth,ll1decH-9z4CQa1lxforP5,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:02:51,9/12/2024 3:02:51,1,,,,,,Sitewise_Batch_02
,uiNkxF7Gpc4ZMPdLguQhRf,Service Plus Automotive Repair & Maintenance - Fort Worth,Service Plus Automotive Repair & Maintenance,TX,Denton TX,Fort Worth,3401 N Tarrant Pkwy,"Fort Worth city, TX",76177,32.8965202,-97.3088241,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,27,Territory,Dallas Love Field,,1,,"LOF , Repair , INS - State",OC+R,OC & R,0,,Service Plus - Fort Worth,YgSzGErZnD44imHuN0pxA0,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:05:03,9/12/2024 3:05:03,1,,,,,,Sitewise_Batch_02
,LIJEREKpZ04caxaaTvDkv4,E & G Auto Care - North Richland Hills,E & G Auto Care,TX,Tarrant TX,North Richland Hills,7505 26 Blvd,"North Richland Hills city, TX",76180,32.8279633,-97.2228393,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,22,Territory,Dallas Love Field,,1,,"LOF , Repair",OC+R,OC & R,0,,E&G Auto Care - North Richland Hills,-m74755yvy4hyP1Mfhaaf7,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:06:56,9/12/2024 3:06:56,1,,,,,,Sitewise_Batch_02
,XYqCbIDtuc4EY86lkJYwV4,7700 Boulevard 26 - North Richland Hills,7700 Boulevard 26 - North Richland Hills,TX,Tarrant TX,North Richland Hills,7700 Boulevard 26,"North Richland Hills city, TX",76180,32.8322302,-97.2155555,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,21,Territory,Dallas Love Field,,1,,"LOF , IBACW",OC+W,OC + IBA/SS,0,,7700 Boulevard 26 - North Richland Hills,QpzuZyyk4i4daDWbqs2Nae,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:12:41,9/12/2024 3:12:41,1,,,,,,Sitewise_Batch_02
,dIHgGgk8dC4uA8DF8YyoU1,K's Car Care Center - North Richland Hills,K's Car Care Center,TX,Tarrant TX,North Richland Hills,5749 Rufe Snow Dr,"North Richland Hills city, TX",76180,32.8516089,-97.2389888,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,22,Territory,Dallas Love Field,,1,,"LOF , INS - State",OC,OC,0,,K's Car Care Center - North Richland Hills,hU7scDFv5L4i69_n280Y07,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:15:00,9/12/2024 3:15:00,1,,,,,,Sitewise_Batch_02
,EhmRrCcBPj4oi98SGSuCH5,Xtra Lube & Oil Change - Denton,Xtra Lube & Oil Change,TX,Denton TX,Denton,S Bell Ave,"Denton city, TX",76201,#N/A,#N/A,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,30,Territory,Dallas Love Field,,1,,"LOF , INS - State",OC,OC,0,,Xtra Lube & Sticker Station - Denton,nY1CLiiL4-4lIB_Eefn_O2,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:17:25,9/12/2024 3:17:25,1,,,,,,Sitewise_Batch_02
,siE61F3AgJ4GUS0EqtS-p6,Hogan’s Jif-E Lube #2 - Gainesville,Hogan’s Jif-E Lube #2,TX,Cooke TX,Gainesville,812 N Grand Ave,"Gainesville city, TX",76240,33.6324408,-97.1330145,-1,,"Gainesville, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,57,Territory,Dallas Love Field,,1,,"LOF , INS - State",OC,OC,0,,Hogan's Jif-E Lube - Gainesville,xyMBGUnHtw4pu6UVPzIcya,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:34:07,9/12/2024 3:34:07,1,,,,,,Sitewise_Batch_02
,0ixS-ZU-nR4A67Iqvafxfc,Great American Lube & Tune - Gainesville,Great American Lube & Tune,TX,Cooke TX,Gainesville,1540 N Dixon St,"Gainesville city, TX",76240,33.6404286,-97.1448372,-1,,"Gainesville, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,57,Territory,Dallas Love Field,,1,,LOF,OC,OC,0,,Great American Lube & Tune - Gainesville,IXqcKZlJPp4uQ9o_hXguxa,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:37:15,9/12/2024 3:37:15,1,,,,,,Sitewise_Batch_02
,8s1HvBTnGB4iEzBXPUf0Qa,FinishLine Auto Care - Justin,FinishLine Auto Care,TX,Denton TX,Justin,828 W 1st St,"Justin city, TX",76247,33.0855587,-97.3053515,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,31,Territory,Dallas Love Field,,1,,"LOF , Repair , INS - State",OC+R,OC & R,0,,FinishLine Auto Care - Justin,o9C95WCFsZ4lIc6oD5u-T6,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:39:33,9/12/2024 3:39:33,1,,,,,,Sitewise_Batch_02
,wGQau_5eYs4gmKnTVADNZ6,Cowboy Express CW & Lube - Keller,Cowboy Express CW & Lube - DFW,TX,Tarrant TX,Keller,1655 Keller Pkwy,"Keller city, TX",76248,32.9357996,-97.2140106,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,22,Territory,Dallas Love Field,,1,,"LOF , FXCW , INS - State",OC+W,OC & WS,0,,Cowboy Express CW & Lube - DFW,nfQDFVDw9A4EyFyF_3SqCf,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:44:57,9/12/2024 3:44:57,1,,,,,,Sitewise_Batch_02
,vn8ngGvFmq4pQQlj1qVZNe,Cowboy Express CW - Burleson,Cowboy Express CW - Burleson,TX,Johnson TX,Burleson,236 Loy St,"Burleson, TX",76028,32.540254,-97.3086271,-1,,,,10,,,E2W5C7U3P4K9E9U3,34,Territory,Dallas Love Field,,5,,ECW,TWS,TWS,0,,Cowboy Express CW & Lube - DFW,nfQDFVDw9A4EyFyF_3SqCf,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:46:15,9/12/2024 3:46:15,1,,,,,,Sitewise_Batch_02
,geRQRI7QcW4fi_MqirnO2d,Cowboy Express CW - Weatherford,Cowboy Express CW - Weatherford,TX,Parker TX,Weatherford,907 S Main St,"Weatherford, TX",76086,32.749248,-97.7971797,-1,,,,10,,,E2W5C7U3P4K9E9U3,55,Territory,Dallas Love Field,,5,,FXCW,TWS,TWS,0,,Cowboy Express CW & Lube - DFW,nfQDFVDw9A4EyFyF_3SqCf,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:48:00,9/12/2024 3:48:00,1,,,,,,Sitewise_Batch_02
,dZLPuS9Uum4juax6X-uORd,Flat Creek X Press Lube - Cassville,Flat Creek X Press Lube,MO,,Cassville,1117 Chinquapin St,"Cassville, MO",65625,36.6720508,-93.8754324,0,,,,10,,,G0Q9I3X1I3V5H5E5,117,Territory,Tulsa International Airport,,5,,,,,3,,Flat Creek X Press Lube - Cassville,aTGjkysbn84V2Y9f7wtbc9,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:53:19,9/12/2024 3:53:19,1,,,,,,Sitewise_Batch_02
,7-6sohZ26144ENuzDwPbl2,Al's Qwik E Lube - Pilot Point,Al's Qwik E Lube,TX,Denton TX,Pilot Point,1117 US-377,"Pilot Point city, TX",76258,33.4065109,-96.9421329,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,39,Territory,Dallas Love Field,,1,,LOF,OC,OC,0,,Al's Qwik E Lube - Pilot Point,Vj9MGx8H8k4OAtJeSeTew3,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:54:58,9/12/2024 3:54:58,1,,,,,,Sitewise_Batch_02
,uVSbwxtV0D4eUa3SKoR6P6,Kwik Kar Lube & Tune Of Roanoke - Roanoke,Kwik Kar Lube & Tune Of Roanoke,TX,Denton TX,Roanoke,405 East Byron Nelson Blvd,"Roanoke city, TX",76262,33.0033704,-97.222643,-1,,"Dallas-Fort Worth-Arlington, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,24,Territory,Dallas Love Field,,1,,"LOF , Repair , INS - State",OC+R,OC & R,0,,Kwik Kar Lube & Tune - Affiliates,0hrnoH8fVs4ZUlaAvP8Jqf,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:56:08,9/12/2024 3:56:08,1,,,,,,Sitewise_Batch_02
,TG5Qz4qmnJ4-QkcYJrn5w2,Kyle's Quick Change - Wichita Falls,Kyle's Quick Change,TX,Wichita TX,Wichita Falls,4615 Old Jacksboro Hwy,"Wichita Falls city, TX",76302,33.8632765,-98.4941655,-1,,"Wichita Falls, TX",48,10,South,West South Central,J4L5O4T5X6J4E9Y8,117,Territory,Oklahoma City Will Rogers World Airport,,1,,"LOF , INS - State",OC,OC,0,,Kyle's Quick Change - Wichita Falls,nHiHoeTFot4jQfG1XINB0f,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 3:57:52,9/12/2024 3:57:52,1,,,,,,Sitewise_Batch_02
,GvE7pT-nMU4cU_HutCnKBf,Weaver's Fairway Lube Center - Wichita Falls,Weaver's Fairway Lube Center & Uhaul,TX,Wichita TX,Wichita Falls,4712 Fairway Blvd,"Wichita Falls city, TX",76310,#N/A,#N/A,-1,,"Wichita Falls, TX",48,10,South,West South Central,J4L5O4T5X6J4E9Y8,119,Territory,Oklahoma City Will Rogers World Airport,,1,,"LOF , INS - State",OC,OC,0,,Weaver's Fairway Lube Center - Wichita Falls,dHUpdx9soH4b2te_996U_b,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 4:00:22,9/12/2024 4:00:22,1,,,,,,Sitewise_Batch_02
,zDfQQfW9Lz4oe9zwlsbdyc,Classic Quick Change - Vernon,Classic Quick Change,TX,Wilbarger TX,Vernon,1221 Main St,"Vernon city, TX",76384,34.1579237,-99.2843514,-1,,"Vernon, TX",48,10,South,West South Central,J4L5O4T5X6J4E9Y8,128,Territory,Oklahoma City Will Rogers World Airport,,1,,LOF,OC,OC,0,,[SPNK],O2hL&&1qfTGQ7iCotk9vL,0,,,0,,,,,,#N/A,,,8,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 4:03:20,9/12/2024 4:03:20,1,,,,,,Sitewise_Batch_02
,VDtj5wF3Av4tAvl69mX8d3,Oasis Oil Change & Car Wash - Stephenville,Oasis Oil Change & Car Wash,TX,Erath TX,Stephenville,2145 W Washington St,"Stephenville city, TX",76401,32.2098138,-98.2267397,-1,,"Stephenville, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,91,Territory,Dallas Love Field,,1,,"LOF , INS - State , SSCW , IBACW",OC,OC,0,,Oasis OC & CW - Stephenville,a7xOM9Tuat4La_RX0Lh3a5,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 4:05:41,9/12/2024 4:05:41,1,,,,,,Sitewise_Batch_02
,2baz7o7Rru4iUhLIyKBt6b,The Car Wash & The Express Lube At Bruner's - Stephenville,The Car Wash At Bruner's,TX,Erath TX,Stephenville,2620 W Washington St,"Stephenville city, TX",76401,#N/A,#N/A,-1,,"Stephenville, TX",48,10,South,West South Central,E2W5C7U3P4K9E9U3,92,Territory,Dallas Love Field,,1,,"LOF , INS - State , FSCW",OC+W,OC & WS,0,,Bruner's CW & Lube Center - Stephenville,ic18lYG1q34RiByvUev46c,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 4:08:59,9/12/2024 4:08:59,1,,,,,,Sitewise_Batch_02
,agdz9hjTmv43IcBnZkK5c0,Baxley Auto Lube & Tire LLC - Breckenridge,Baxley Auto Lube & Tire LLC,TX,Stephens TX,Breckenridge,320 W Walker St,"Breckenridge city, TX",76424,32.7556376,-98.9060956,-1,,[not in a CBSA],48,10,South,West South Central,E2W5C7U3P4K9E9U3,119,Territory,Dallas Love Field,,1,,"LOF , Tire",OC,OC,0,,[SPNK],"Tbz<""7/Lg&0QZO*p""6'!Z",0,,,0,,,,,,#N/A,,,8,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 4:11:10,9/12/2024 4:11:10,1,,,,,,Sitewise_Batch_02
,QsM2R6NqUY4WI7yqIIxFRc,Quick Slick Lube & Detail - Graham,Quick Slick Lube & Detail,TX,Young TX,Graham,333 Elm St,"Graham city, TX",76450,33.109883,-98.5892319,-1,,[not in a CBSA],48,10,South,West South Central,E2W5C7U3P4K9E9U3,102,Territory,Dallas Love Field,,1,,LOF,OC,OC,0,,Quick Slick Lube - Graham,ITDiQGblb94piqJjyiNa12,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 4:13:38,9/12/2024 4:13:38,1,,,,,,Sitewise_Batch_02
,bFsFGiQfLS48EQJIAcPH7f,Fast Lane Auto Service - Copperas Cove,Fast Lane Auto Service,TX,Coryell TX,Copperas Cove,858 N 1st St,"Copperas Cove city, TX",76522,31.133571,-97.9006225,-1,,"Killeen-Temple, TX",48,10,South,West South Central,S4K9X1Z1R5Z1A9S7,66,Territory,Austin-Bergstrom International Airport,,1,,"LOF , Repair , INS - State",OC+R,OC & R,0,,Fast Lane Auto Service - Copperas Cove,_Te0IWDBTz4QIXp5O3iq36,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 4:15:25,9/12/2024 4:15:25,1,,,,,,Sitewise_Batch_02
,-9LhlpTlel4J6pnrAhLQN2,Alvarez Tune & Lube - Gatesville,Alvarez Tune & Lube,TX,Coryell TX,Gatesville,S 21st St,"Gatesville city, TX",76528,31.4332769,-97.7353622,-1,,"Killeen-Temple, TX",48,10,South,West South Central,S4K9X1Z1R5Z1A9S7,86,Territory,Austin-Bergstrom International Airport,,1,,"LOF , Repair , INS - State",OC+R,OC & R,0,,Alvarez Tune & Lube - Gatesville,87lyN_nEdG44YrmuX2GLXd,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 4:17:58,9/12/2024 4:17:58,1,,,,,,Sitewise_Batch_02
,AQc72RLXGV4_UUcHfJvTsf,Good Ol' Fashioned Oil & Lube - Taylor,Good Ol' Fashioned Oil & Lube,TX,Williamson TX,Taylor,1520 N Main St,"Taylor city, TX",76574,30.581441,-97.4105224,-1,,"Austin-Round Rock-Georgetown, TX",48,10,South,West South Central,S4K9X1Z1R5Z1A9S7,31,Territory,Austin-Bergstrom International Airport,,1,,LOF,OC,OC,0,,Good Ol' Fashioned Oil & Lube - Taylor,8hyonze5nk4WMHKIEP9Ov8,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 4:23:01,9/12/2024 4:23:01,1,,,,,,Sitewise_Batch_02
,FadCptQz2j4N2Z-LJM3mTc,John’s Quick Lube - Hillsboro,John’s Quick Lube,TX,Hill TX,Hillsboro,310 S Waco St,"Hillsboro city, TX",76645,32.0056605,-97.1304905,-1,,[not in a CBSA],48,10,South,West South Central,E2W5C7U3P4K9E9U3,60,Territory,Dallas Love Field,,1,,LOF,OC,OC,0,,John's Quick Lube - Hillsboro,VF1WOkcSFX4taeNcOvBvX8,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 15:52:53,9/12/2024 15:52:53,1,,,,,,Sitewise_Batch_02
,KwRFEeLjbC4d2X4Z5m8sa0,"Dad's Automotive Repair, LLC - Lorena","Dad's Automotive Repair, LLC",TX,McLennan TX,Lorena,203 S Frontage Rd,"Lorena city, TX",76655,31.3842369,-97.2121381,-1,,"Waco, TX",48,10,South,West South Central,S4K9X1Z1R5Z1A9S7,87,Territory,Austin-Bergstrom International Airport,,1,,"LOF , Repair , INS - State",OC+R,OC & R,0,,Dad's Automotive - Lorena,jmUI-fONbR4Pau2PWmeNRb,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 15:56:42,9/12/2024 15:56:42,1,,,,,,Sitewise_Batch_02
,k56bpLQjLZ4YAi-nqEsm4a,Heart of Texas Lube Center - Brady,Heart of Texas Lube Center,TX,McCulloch TX,Brady,2307 S Bridge St,"Brady city, TX",76825,31.1081751,-99.3319571,-1,,[not in a CBSA],48,10,South,West South Central,S4K9X1Z1R5Z1A9S7,117,Territory,Austin-Bergstrom International Airport,,1,,"LOF , IBACW",OC,OC + IBA/SS,0,,Heart of Texas Lube - Brady,dzoWT59mMP43YpwWv6KkG6,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 15:59:44,9/12/2024 15:59:44,1,,,,,,Sitewise_Batch_02
,Z6pV0kdR1o4oy2oZ6XDs54,Jet Lube - Coleman,Jet Lube,TX,Coleman TX,Coleman,112 Santa Anna Ave,"Coleman city, TX",76834,31.8119747,-99.4221538,-1,,[not in a CBSA],48,10,South,West South Central,S4K9X1Z1R5Z1A9S7,153,Territory,Austin-Bergstrom International Airport,,1,,"LOF , Tire",OC,OC,0,,Jet Lube Oil - Coleman,e3IzM9xsE74Dei9zOwmc72,0,,,0,,,,,,,,,9,,,,,,,,,,,,10,,,,,,4,,,james.scerbo@oilchangers.com,9/12/2024 16:02:33,9/12/2024 16:02:33,1,,,,,,Sitewise_Batch_02
