outcome,location_id,location_city_name,breeze_brand,total_vpd,lube_bays,repair_bays,lof_cpd,sscw_wpd,ecw_wpd,fcw_wpd,ibacw_wpd,crw_tnl_wpd,lat_sj,latitude_input_data_x,long_sj,longitude_input_data_x,number_miles_to_closest_oc_loc_sj,brand_sub_format,opportunity_name,opportunity_id,traffic,sitewise_batch,acq_stage,co_located_w_lube,co_located_w_car_wash,co_located_w_repair,nearest_streetlight_day_part_aadt_5_mi,x2024_estimate_5_mi,x2029_projection_5_mi,state_abb,city,street_number,city_state,zcta_code
pass,6IrdE0zaJx4QaWA1kmVpr1,Lockhart Car Care - Lockhart,OC,17,NA,NA,17,NA,NA,NA,NA,0,29.8922126,29.8922126,-97.6722972,-97.6722972,NA,OC,Brite & Shiny - Austin,Shq8gLjWMk4VEzVPG9JpA0,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,10823,18888.4634995103,19505.8159073474,TX,Lockhart,801 N Colorado St,"Lockhart city, TX",78644
pass,LcrmjqIJqq4_ebvnX2mEXc,Castle Hills Lube Center (Valvoline) - San Antonio,OC,20,NA,NA,20,NA,NA,NA,NA,0,29.5296633,29.5296633,-98.5198776,-98.5198776,NA,OC,VEC - San Antonio,3ioKLZWYzN4-mMSQzspYc0,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,10843,309127.778684796,295006.092329312,TX,San Antonio,2005 NW Military Hwy,"San Augustine city, TX",78213
pass,NkQkREkdq84QmISG2TVkkb,Valvoline Express Care - Bulverde,OC+R,56,NA,NA,56,NA,NA,NA,NA,0,29.7144859,29.7144859,-98.4466238,-98.4466238,NA,OC & R,VEC - San Antonio,3ioKLZWYzN4-mMSQzspYc0,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,25815,93092.1834031481,104350.478851815,TX,Bulverde,28952 US-281 N,"Bulverde city, TX",78163
pass,gm6ojVNXHO4yy5hSDtJZzd,A & C Quick Lube - San Juan,OC,18,NA,NA,18,NA,NA,NA,NA,0,26.2006154,26.2006154,-98.1659265,-98.1659265,NA,OC,A & C Quick Lube - San Juan,MPmIQTY2XK4hQCSQIduNc4,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,8670,208567.762831899,219934.769103433,TX,San Juan,704 N Veterans Blvd,"San Augustine city, TX",78589
pass,J7kwmH0TrD4Bmi0AE1P4L8,Kwik Kar Lube & Auto Care - Liberty Hill,OC+R,23,NA,NA,23,NA,NA,NA,NA,0,30.6655193,30.6655193,-97.9056841,-97.9056841,NA,OC & R,Kwik Kar - Liberty Hill,_xX3vYpXww4OyxzvZpD0je,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,17633,45787.3389001657,58967.18345454,TX,Liberty Hill,13410 TX-29,"Liberty City CDP, TX",78642
pass,Acn7zlaKC94Ju1pGT_EZC1,Kwik Kar of Dripping Springs - Austin,OC+R,30,NA,NA,30,NA,NA,NA,NA,0,30.1971422,30.1971422,-97.9988702,-97.9988702,NA,OC & R,Kwik Kar - Dripping Springs,uFn0RXMPI24CYnu7mhzzG6,NA,Sitewise_Batch_01,00 Dead,NA,NA,NA,18644,38015.6523646973,41843.0309038156,TX,Austin,13518 US-290,"Austin city, TX",78737
pass,SIFcsJKOxH40ITjDy0zwzf,Pro Quick Lube - Arlington,OC,19,NA,NA,19,NA,NA,NA,NA,0,32.6866999,32.6866999,-97.1316167,-97.1316167,NA,OC,Pro QL - DFW,NcbJ_W35GZ4f2brf0L7te5,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,22719,335187.19859547,329958.85185283,TX,Arlington,3624 S Cooper St,"Arlington city, TX",76015
pass,XQo0yx0das4m6NiM5QPaR7,Cityview Car Wash & Oil Change - Fort Worth,OC+W,178,NA,NA,13,NA,165,NA,NA,165,32.6811737,32.6811737,-97.4136666,-97.4136666,NA,OC & WS,Cityview CW&OC - Dallas,3dxlsy0Ad_41MsLFHqIzg5,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,22472,272397.665414351,281003.465321863,TX,Fort Worth,4665 Bryant Irvin Rd,"Fort Worth city, TX",76132
pass,d94tUT4SuS4AmvCIw-Qv4f,Kwik Kar Oil & Lube - Killeen,OC+R,20,NA,NA,20,NA,NA,NA,NA,0,31.0900635,31.0900635,-97.720718,-97.720718,NA,OC & R,Kwik Kar - Killeen,y6KBcF-RTz4GEarOAs-Jr8,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,4755,191512.878586573,192884.417689578,TX,Killeen,2010 E Central Texas Expy,"Killeen city, TX",76541
pass,SQ9UeuV7PE4kMDSam11E2b,Kwik Lube & Services - Killeen,OC+R,20,NA,NA,20,NA,NA,NA,NA,0,31.0742498,31.0742498,-97.7056084,-97.7056084,NA,OC & R,Kwik Kar - Parth Patel,oAvr68_QmY4b2GMmPKKnF4,NA,Sitewise_Batch_01,00 Dead,NA,NA,NA,1690,175785.251323381,177721.760458477,TX,Killeen,3902 E Stan Schlueter Loop #4726,"Killeen city, TX",76549
pass,zjrVayidI54xEgg7cQaZn0,Kwik Kar Auto Center in Carrollton - Carrollton,OC+R,17,NA,NA,17,NA,NA,NA,NA,0,32.9867692,32.9867692,-96.8412426,-96.8412426,NA,OC & R,Kwik Kar Ballout - Dallas,4d-HCDglbV446lro064ydc,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,13900,377029.905968983,369985.513918259,TX,Carrollton,3320 E Trinity Mills Rd,"Carrollton city, TX",75006
pass,wpm_GdP-se49eZoQttHL-2,Parkway AS&DS - McKinney,TWS,210,NA,NA,NA,NA,210,NA,NA,210,33.1684329,33.1684329,-96.6689979,-96.6689979,NA,TWS,Cityview CW&OC - Dallas,3dxlsy0Ad_41MsLFHqIzg5,NA,Sitewise_Batch_01,04 Qualified Opportunity,NA,NA,NA,13899,282373.948632582,303263.135635666,TX,McKinney,3850 Eldorado Pkwy,"McKinney city, TX",75070
pass,g8c8dh9FMU4iQVqXko-c74,DC Precision Lube & Tune - Roseburg - 1440 NW Garden Valley Blvd,OC+R,27,NA,NA,27,NA,NA,NA,NA,0,43.2335296,43.2335296,-123.3733139,-123.3733139,NA,OC & R,DC Precision Lube & Tune - Roseburg,7QjSY2fpBG4yMYCxMpbyvc,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,6268,37009.6248169003,38513.1265525331,OR,Roseburg,1440 NW Garden Valley Blvd,"Roseburg city, OR",97471
pass,eaJU4i_V3z4tyKHN_pNXC9,DC Precision Lube & Tune - Roseburg - 377 NW Garden Valley Blvd,OC+R,19,NA,NA,19,NA,NA,NA,NA,0,43.2265062,43.2265062,-123.3579331,-123.3579331,NA,OC & R,DC Precision Lube & Tune - Roseburg,7QjSY2fpBG4yMYCxMpbyvc,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,7930,37838.2536235519,39390.5125438704,OR,Roseburg,377 NW Garden Valley Blvd,"Roseburg city, OR",97470
pass,8JbW0TESL-4QQPuIX6IM11,Dc Precision Lube & Tune - Sutherlin,OC+R,12,NA,NA,12,NA,NA,NA,NA,0,43.3916395,43.3916395,-123.3062469,-123.3062469,NA,OC & R,DC Precision Lube & Tune - Roseburg,7QjSY2fpBG4yMYCxMpbyvc,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,3278,12107.7866784011,12355.336295752,OR,Sutherlin,489 E Central Ave,"Sutherlin city, OR",97479
pass,kzga_T2fie4bq5tnCRluTa,Expresso - Holland,TWS,102,NA,NA,15,NA,87,NA,NA,87,41.6111584,41.6111584,-83.7055102,-83.7055102,NA,OC & WS,Expresso CW - Toledo,XoyqIW8ZBk4Bakvfb8BL-5,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,16089,125009.958212695,123950.639259525,OH,Holland,6859 Airport Hwy,"Holland village, OH",43528
pass,xn1twfS1ez43YSn8WZd7Pc,Masters Car Wash - Edmond - Edmond,TWS,181,3,NA,16,NA,NA,165,NA,165,35.6311322,35.6311322,-97.483932,-97.483932,NA,OC,Masters Car Wash & Lube - OKC,JQr91K6ADX40qAdfXSozd3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,19413,167773.139287411,177534.508181552,OK,Edmond,2220 S Broadway,"Edmond city, OK",73013
pass,9bEP3DmMA14Ga6tdt67rdf,Masters Car Wash - Oklahoma City - Oklahoma City,TWS,109,3,NA,20,NA,NA,89,NA,89,35.6159736,35.6159736,-97.5488603,-97.5488603,NA,OC,Masters Car Wash & Lube - OKC,JQr91K6ADX40qAdfXSozd3,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,13976,193864.047109472,204674.870911551,OK,Oklahoma City,2025 NW 142nd St,"Oklahoma City city, OK",73134
pass,0Q6kFdYqIY4IEmxFfzR-70,Big Ray's Walker - Walker,OC,19,NA,NA,19,NA,NA,NA,NA,0,43.0045907,43.0045907,-85.6890523,-85.6890523,NA,OC,Big Ray's Oil Change - Walker St,ePjijAvPPX4XmLdrXET6Xa,NA,Sitewise_Batch_02,08 Ops Pass,NA,NA,NA,7393,194565.366919429,200942.448878064,MI,Walker,2241 Alpine Ave NW,"Walker city, MI",49544
pass,XnAMe3EZw14UiPa13XdIG5,Big Ray's - Springfield,OC+W,12,NA,NA,12,NA,NA,NA,NA,0,39.7549209,39.7549209,-89.7120437,-89.7120437,NA,OC & WS,Big Ray's - Peoria,0yjaXsKBH84UiDHvNUCYA8,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,2026,94444.8596328089,96003.956763425,IL,Springfield,3316 Robbins Rd B,"Springfield city, IL",62704
pass,hyQmMscWNy48QM-9AobRN5,Big Ray's Jacksonville - Jacksonville,OC,19,NA,NA,19,NA,NA,NA,NA,0,39.7229231,39.7229231,-90.2389023,-90.2389023,NA,OC,Big Ray's - Peoria,0yjaXsKBH84UiDHvNUCYA8,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,418,22549.2358214217,22565.5861030802,IL,Jacksonville,601 W Morton Ave,"Jacksonville city, IL",62650
pass,N6ZZaqnjQe46E6GYsjBWlc,Big Ray's Canton - Canton,OC,20,NA,NA,20,NA,NA,NA,NA,0,40.5599918,40.5599918,-90.0347973,-90.0347973,NA,OC,Big Ray's - Peoria,0yjaXsKBH84UiDHvNUCYA8,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,3876,15940.6247768338,15771.1665692648,IL,Canton,327 N Main St,"Canton city, IL",61520
pass,G-FwN5n9Hp44ypwIepSgm0,Big Ray's East Peoria - East Peoria,OC,24,NA,NA,24,NA,NA,NA,NA,0,42.0989145,42.0989145,-88.2714689,-88.2714689,NA,OC,Big Ray's - Peoria,0yjaXsKBH84UiDHvNUCYA8,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,13085,155777.396420423,159281.116130934,IL,East Peoria,401 S Main St,"East Dundee village, IL",61611
pass,em24p6YCgi4fuXnabarPve,Big Ray's Knoxville - Peoria - Knoxville Ave,OC,20,NA,NA,20,NA,NA,NA,NA,0,40.7137412,40.7137412,-89.5944213,-89.5944213,NA,OC,Big Ray's - Peoria,0yjaXsKBH84UiDHvNUCYA8,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,10383,121134.538546481,119519.00977934,IL,Peoria,2133 Knoxville Ave,"Peoria city, IL",61603
pass,t5cWKAMQ6d41AAjJhh3uKc,Big Ray's Normal - Normal,OC,10,NA,NA,10,NA,NA,NA,NA,0,40.5029603,40.5029603,-88.9554345,-88.9554345,NA,OC,Big Ray's - Peoria,0yjaXsKBH84UiDHvNUCYA8,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,10562,128555.012193376,134621.151379397,IL,Normal,1508 E Vernon Ave,"Normal town, IL",61761
pass,SZoQ1apMIU4qQ0qNWge_x8,Big Ray's Pekin - Pekin,OC,21,NA,NA,21,NA,NA,NA,NA,0,40.5571357,40.5571357,-89.6140507,-89.6140507,NA,OC,Big Ray's - Peoria,0yjaXsKBH84UiDHvNUCYA8,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,7737,42874.3834259582,42674.0914607318,IL,Pekin,2206 Court St,"Pekin city, IL",61554
pass,T6I3WugVwE4omQdvInel7c,Big Ray's Western - Peoria - Western Ave,OC,18,NA,NA,18,NA,NA,NA,NA,0,40.6962501,40.6962501,-89.6232703,-89.6232703,NA,OC,Big Ray's - Peoria,0yjaXsKBH84UiDHvNUCYA8,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,6299,117564.080114557,115901.906933012,IL,Peoria,705 N Western Ave,"Peoria city, IL",61604
pass,xC8dShSMhS4cIymqJCxSw5,Pit Stop Oil Change - Carpentersville,OC,15,NA,NA,15,NA,NA,NA,NA,0,42.1246145,42.1246145,-88.3347645,-88.3347645,NA,OC,Pit Stop OC - Carpentersville,J0N0lzRXUF4L6jlwiK_2r4,NA,Sitewise_Batch_02,03 Prospect,NA,NA,NA,5497,135430.030271963,141422.719406087,IL,Carpentersville,7032 Huntley Rd,"Carpentersville village, IL",60110
pass,lGuXmL6OgT4KuPFIVBApp6,Cassidy's Auto Lube - Red Bluff,OC,22,NA,NA,22,NA,NA,NA,NA,0,40.1864454,40.1864454,-122.2109189,-122.2109189,NA,OC,Cassidy Auto Lube - Redding,QdU_h8u-e44lez1MyYQE8f,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,8844,24741.2726749416,25694.5929270883,CA,Red Bluff,450 Antelope Blvd,"Red Corral CDP, CA",96080
pass,5-YQ2nhEtQ4HarCuQv4ix3,Cassidy's Auto Lube - Redding,OC,34,NA,NA,34,NA,NA,NA,NA,0,40.5742053,40.5742053,-122.3743312,-122.3743312,NA,OC,Cassidy Auto Lube - Redding,QdU_h8u-e44lez1MyYQE8f,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,590,97849.5521789688,102615.589016027,CA,Redding,195 Locust St,"Redding city, CA",96001
pass,pR3WctEmBe4BuF73ecmcr3,Cassidy's Auto Lube - Redding,OC,19,NA,NA,19,NA,NA,NA,NA,0,40.5674929,40.5674929,-122.3707689,-122.3707689,NA,OC,Cassidy Auto Lube - Redding,QdU_h8u-e44lez1MyYQE8f,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,3590,97110.1275457827,101871.574245075,CA,Redding,133 Parkview Ave,"Redding city, CA",96002
pass,g3eAVsu7Wc4nYPXKmT9UE6,Cassidy's Auto Lube - Redding,OC,38,NA,NA,38,NA,NA,NA,NA,0,40.6101423,40.6101423,-122.3804237,-122.3804237,NA,OC,Cassidy Auto Lube - Redding,QdU_h8u-e44lez1MyYQE8f,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,44,90589.5996655264,94517.7851596196,CA,Redding,140 Lake Blvd,"Redding city, CA",96003
pass,sxgeH5P2zT4zasuxc1_288,Speedy Lube - Lake Elsinore,OC,10,NA,NA,10,NA,NA,NA,NA,0,33.7025445,33.7025445,-117.3272616,-117.3272616,NA,OC,Speedy Lube - Inland Empire,7dIhRzXl_f4nEt1JSMl8l7,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,17209,95366.471130789,101954.556553885,CA,Lake Elsinore,28781 CA-74,"Lake Sherwood CDP, CA",92532
pass,bqKtIAIi1Z4SUxTEDqMWmc,Speedy Lube - Moreno Valley - Alessandro Blvd,OC,35,NA,NA,35,NA,NA,NA,NA,0,33.9169011,33.9169011,-117.2507642,-117.2507642,NA,OC,Speedy Lube - Inland Empire,7dIhRzXl_f4nEt1JSMl8l7,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,259,249262.821249818,260083.088743477,CA,Moreno Valley,23615 Alessandro Blvd Building C,"Moreno Valley city, CA",92553
pass,0bfK6YOpD84ZIfJ2DkR9X3,Speedy Lube - Perris,OC,28,NA,NA,28,NA,NA,NA,NA,0,33.8166959,33.8166959,-117.230081,-117.230081,NA,OC,Speedy Lube - Inland Empire,7dIhRzXl_f4nEt1JSMl8l7,NA,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,3259,125239.277552168,131714.812742449,CA,Perris,2560 N Perris Blvd,"Perris city, CA",92571
pass,5d7wIUDFJk4kYWQJe-epu2,Quicki 10 Minute OC - Mission Valley,OC,20,NA,NA,20,NA,NA,NA,NA,0,32.7796544,32.7796544,-117.1041256,-117.1041256,NA,OC,Quicki 10 Minute OC - Mission Valley,H00qnZBh4H4tyHIib1aDjb,9825,Sitewise_Batch_02,04 Qualified Opportunity,NA,NA,NA,84065,505766.243642037,517622.502513701,CA,San Diego,4232 Camino Del Rio N,"San Pasqual CDP, CA",92108
acquire,MqBZ_l4rg94QqVZSy7xNx9,Oil Changers ( Super Lubes of Wisconsin) - W Scott,OC,22,NA,NA,22,0,0,0,0,0,#N/A,43.7913472,#N/A,-88.4484959,NA,OC,Oil Changers 867-875 (Super Lubes of Wisconsin - Milwaukee),GLiimsbQne4AqCQiOhZMr8,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,6026,58728.9401459053,59723.646609391,WI,Fon du Lac_Super Lubes,40 W Scott St,Fond du Lac WI,54935
acquire,At04HcMvYf4JAOuRHGSeR1,Oil Changers ( Super Lubes of Wisconsin) - W Summit,OC+W,23,NA,NA,23,0,0,0,0,0,#N/A,43.0137798,#N/A,-88.3789687,NA,OC + IBA/SS,Oil Changers 867-875 (Super Lubes of Wisconsin - Milwaukee),GLiimsbQne4AqCQiOhZMr8,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,3718,33130.9522473668,33787.0113665361,WI,Wales_Super Lubes,120 W Summit Ave,Wales WI,53183
acquire,l-lkYdYBUm4FIeQt-IjJM6,Oil Changers ( Super Lubes of Wisconsin) - W Washington,OC,22,NA,NA,22,0,0,0,0,0,#N/A,43.4268208,#N/A,-88.2117842,NA,OC,Oil Changers 867-875 (Super Lubes of Wisconsin - Milwaukee),GLiimsbQne4AqCQiOhZMr8,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,10373,44043.067252022,45325.206225677,WI,West Bend_Super Lubes,2353 W Washington St,West Bend WI,53095
acquire,S2atPCa4Fd4hUg6fDAgrn9,Oil Changers (Arbor CW&L - Guadalupe) - Guadalupe,OC+W,12,NA,NA,12,NA,NA,NA,NA,0,#N/A,30.299053,#N/A,-97.741061,NA,OC + IBA/SS,Oil Changers 887 (Arbor CW&L - Guadalupe),fJhPWvrHAD4_EME8NoU2I5,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,13906,373405.451198337,372609.112208757,TX,Austin_ArborCW&L,3120 Guadalupe St,Austin TX,78705
acquire,5OUUtb6E_f4hEk_i-d9Gn2,Oil Changers (Avery's - Oroville) - Oroville,OC,50,NA,NA,50,0,0,0,0,0,#N/A,39.5007414,#N/A,-121.5364539,NA,OC,Oil Changers 905 (Avery's - Oroville),LhkWECXda-4gQD6GIz3J95,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,6245,44049.9047271431,45510.9319178076,CA,Oroville,3034 Olive Hwy,"Oroville, CA",95966
acquire,YQOqLi7d9c4LuTC_KB3j61,Oil Changers (Cherry Pit - Vacaville) - Vacaville,OC,37,NA,NA,37,0,0,0,0,0,#N/A,38.358601,#N/A,-121.9824792,NA,OC,Oil Changers 935 (Cherry Pit - Vacaville),WTNIGaM8M24MAXKwAEG_X1,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,8714,117691.931880433,123036.03943286,CA,Vacaville,812 E Monte Vista Ave,"Vacaville, CA",95688
acquire,rySF_slCkU4Q6mZV5kif-8,Oil Changers (Five Star CW - Woodland) - Woodland,OC,17,NA,NA,17,0,0,0,0,0,#N/A,38.6761243,#N/A,-121.7473927,NA,OC,Oil Changers 830 (Five Star CW - Woodland),sm_Q9NGS-g45i1hINzlcc3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,5078,65000.723860747,69229.6037614258,CA,Woodland,420 Pioneer Ave,"Woodland, CA",95776
acquire,3Yb2D_G5624BuELMYNavy2,Oil Changers (Hutch's Car Wash & Quik Lube - Reno),TWS,390,NA,NA,0,0,390,0,0,390,#N/A,39.4781282,#N/A,-119.7915668,NA,OC & WS,Oil Changers 965 (Hutch's CW & QL - Reno),BX9aeEWQrJ4PUNWiSDA268,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,5261,191688.902126058,192340.67888331,NV,Reno,6355 S McCarran Blvd,"Reno city, NV",89509
acquire,5frWXVF3cA4bIPki8Ty9_a,Oil Changers (Kwik L & CW - Cameron),OC+W,42,NA,NA,42,0,0,0,0,0,#N/A,39.7524016,#N/A,-94.2338517,NA,OC + IBA/SS,Oil Changers 956-959 (Kwik L & CW - Kearney),-fvwA1--3V46mXUgOqDvC3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,4371,10592.7806426985,10234.979115111,MO,Cameron,505 Lana Dr,"Cameron, MO",64429
acquire,hCm62V0jTa4WMZPkR5Hqy9,Oil Changers (Kwik L & CW - Kearney),OC+W,26,NA,NA,26,0,0,0,0,0,#N/A,39.3674561,#N/A,-94.3672123,NA,OC + IBA/SS,Oil Changers 956-959 (Kwik L & CW - Kearney),-fvwA1--3V46mXUgOqDvC3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,3748,18601.3988090298,20527.8466549006,MO,Kearney,305 St Rte 92,"Kearney, MO",64060
acquire,lZoX2Xg-YT4KQigwZY7W3a,Oil Changers (Kwik Lube & Car Wash - Kearney),OC+W,107,NA,NA,23,0,84,0,0,84,#N/A,39.3674602,#N/A,-94.3769579,NA,OC & WS,Oil Changers 956-959 (Kwik L & CW - Kearney),-fvwA1--3V46mXUgOqDvC3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,5553,18605.7959924914,20531.8451004082,MO,Kearney,600 N Country Ave,"Kearney city, MO",64060
acquire,FPW_qglK1S4sESinI77jKb,Oil Changers (Kwik Lube & Car Wash - Platte City),OC+W,28,NA,NA,28,0,0,0,0,0,#N/A,39.3571113,#N/A,-94.7682256,NA,OC + IBA/SS,Oil Changers 956-959 (Kwik L & CW - Kearney),-fvwA1--3V46mXUgOqDvC3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,4240,14548.3461346155,15426.5376857355,MO,Platte City,1701 Prairie View Rd,"Platte City city, MO",64079
acquire,DTmB5w2_NM4HqvUeJFivX2,Oil Changers (Lube 'n Go - El Paso) - El Paso - Desert South,OC,38,NA,NA,38,0,0,0,0,0,#N/A,31.89351,#N/A,-106.6173415,NA,OC,Oil Changers 831-844 (Lube 'n Go - El Paso),qtRswZXGWu4YEU8Fq9K1R3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,131,95454.4587775535,102728.050161706,TX,El Paso,"6351 Desert South, Bldg E","El Paso, TX",79932
acquire,POmjYK-DWW4MMf4aZTsKH3,Oil Changers (Lube 'n Go - El Paso) - El Paso - Dyer,OC,38,NA,NA,38,0,0,0,0,0,#N/A,31.8916214,#N/A,-106.4130057,NA,OC,Oil Changers 831-844 (Lube 'n Go - El Paso),qtRswZXGWu4YEU8Fq9K1R3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,10159,116689.520163384,116338.235844891,TX,El Paso,9746 Dyer,"El Paso, TX",79924
acquire,x16nUPFbck49UAQ1zBl_Zf,Oil Changers (Lube 'n Go - El Paso) - El Paso - Lee Trevino,OC,31,NA,NA,31,0,0,0,0,0,#N/A,31.7483658,#N/A,-106.3192551,NA,OC,Oil Changers 831-844 (Lube 'n Go - El Paso),qtRswZXGWu4YEU8Fq9K1R3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,12913,278276.372670697,282901.762728505,TX,El Paso,1447 Lee Trevino,"El Paso, TX",79936
acquire,PCzwfbQOIf4J6wRkiJEY3b,Oil Changers (Lube 'n Go - El Paso) - El Paso - McCombs,OC,39,NA,NA,39,0,0,0,0,0,#N/A,31.9378243,#N/A,-106.408315,NA,OC,Oil Changers 831-844 (Lube 'n Go - El Paso),qtRswZXGWu4YEU8Fq9K1R3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,7264,90905.1568309902,91220.545178161,TX,El Paso,11351 McCombs,"El Paso, TX",79934
acquire,gwgkUFLL0O4zMTpDsVCXja,Oil Changers (Lube 'n Go - El Paso) - El Paso - Montana,OC,35,NA,NA,35,0,0,0,0,0,#N/A,31.7934874,#N/A,-106.3583597,NA,OC,Oil Changers 831-844 (Lube 'n Go - El Paso),qtRswZXGWu4YEU8Fq9K1R3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,698,196996.95464376,192984.62704718,TX,El Paso,9508 Montana,"El Paso, TX",79925
acquire,VbCEfcAie7472dDd84pO02,Oil Changers (Lube 'n Go - El Paso) - El Paso - Montwood,OC,30,NA,NA,30,0,0,0,0,0,#N/A,31.771754,#N/A,-106.3376182,NA,OC,Oil Changers 831-844 (Lube 'n Go - El Paso),qtRswZXGWu4YEU8Fq9K1R3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,10755,253871.744201394,252718.571901262,TX,El Paso,10440 Montwood,"El Paso, TX",79935
acquire,d6NyZifgaV4XIqTbi98c_6,Oil Changers (Lube 'n Go - El Paso) - El Paso - Montwood #B,OC+W,31,NA,NA,31,0,0,0,0,0,#N/A,31.7610637,#N/A,-106.2698912,NA,OC + IBA/SS,Oil Changers 831-844 (Lube 'n Go - El Paso),qtRswZXGWu4YEU8Fq9K1R3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,12591,277773.90783555,296532.208528322,TX,El Paso,12165 Montwood #B,"El Paso, TX",79936
acquire,y7mnMEjmqh4rQmtj4ZeHyf,Oil Changers (Lube 'n Go - El Paso) - El Paso - N Mesa,OC,38,NA,NA,38,0,0,0,0,0,#N/A,31.8244648,#N/A,-106.5221797,NA,OC,Oil Changers 831-844 (Lube 'n Go - El Paso),qtRswZXGWu4YEU8Fq9K1R3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,887,172830.956635896,173568.479601184,TX,El Paso,5710 N Mesa,"El Paso, TX",79912
acquire,wmYV8-dVES4UY_M8UBtRh5,Oil Changers (Lube 'n Go - El Paso) - El Paso - N Resler,OC,43,NA,NA,43,0,0,0,0,0,#N/A,31.884522,#N/A,-106.570005,NA,OC,Oil Changers 831-844 (Lube 'n Go - El Paso),qtRswZXGWu4YEU8Fq9K1R3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,8482,133621.779298905,140719.278270324,TX,El Paso,1550 N Resler,"El Paso, TX",79912
acquire,jCdR4BrxAH4q674yWO2AY7,Oil Changers (Lube 'n Go - El Paso) - El Paso - Pebble Hills,OC,30,NA,NA,30,0,0,0,0,0,#N/A,31.7833681,#N/A,-106.3222464,NA,OC,Oil Changers 831-844 (Lube 'n Go - El Paso),qtRswZXGWu4YEU8Fq9K1R3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,6815,248816.196992943,251506.880098816,TX,El Paso,10920 Pebble Hills,"El Paso, TX",79936
acquire,uCbizELbA54JUP0yILntbf,Oil Changers (Lube 'n Go - El Paso) - El Paso - Rich Beem,OC,28,NA,NA,28,0,0,0,0,0,#N/A,31.7911065,#N/A,-106.2348249,NA,OC,Oil Changers 831-844 (Lube 'n Go - El Paso),qtRswZXGWu4YEU8Fq9K1R3,NA,Sitewise_Batch_02,20 Closed,NA,NA,NA,9525,190391.782071671,203401.309963582,TX,El Paso,"3390 Rich Beem, Ste 106","El Paso, TX",79938
